62,"ATU # 672C * ""Testimony of the Serpent"""
63,"ATU # 1750 ""The Hen Learns to Speak (formerly The Parson's Stupid Wife)"""
64,ATU # The_Clergyman_Is_Tricked_1725–1774 The Spiritual Words Are Overrated
65,"TMI # J1882.1 ""Teaching chickens to talk."""
66,"TMI # K1271.1.3 ""Educated chickens tell of woman's adultery."""
67,"ATU # 38 ""Claw in Split Tree"""
68,"ATU # 804 ""St. Peter's Mother Falls from Heaven"""
69,ATU # Heaven_800-809Heaven
70,"TMI # A661.0.1.2 ""SaintPeterasporterofheaven."""
71,"TMI # Q291.1 ""St. Peter's mother dropped from heaven because of hardheartedness."""
72,"TMI # F51.1.3 ""Stalk as sky-rope."""
73,"ATU # 1479 * ""The Old Maid on the Roof (formerly The Youth Promises to Marry the Old Maid)"""
74,ATU # Jokes_about_Old_Maids_1475–1499 Old Virgin
75,"TMI # X753 ""A youth promises to marry an old maid if she will sit all night on the roof."""
76,"ATU # 674 ""Incest Averted by Talking Animals"""
77,ATU # Supernatural_Power_or_Knowledge_650-699SupernaturalPowerorKnowledge
78,"TMI # N365.1.1 ""Man unwittingly falls in love with his own mother."""
79,"TMI # N451 ""Secret Overheard From Animal (demon) conversation."""
80,"ATU # 853A """" No """""
81,ATU # The_Man_Marries_the_Princess_850-869 Relationships Between Men And Women And Conflicts 1
82,"TMI # K1331 """" No! """""
83,ATU # 1634C *
84,"ATU # 1634 * ""Various Tricks Played by Gypsies"""
85,"ATU # 1358 ""Trickster Surprises Adulteress and Lover"""
86,"ATU # 1735 ""Who Gives His Own Goods Shall Receive It Back Tenfold"" """
87,ETK 1903c: My Flirt with the Ager hens1900
88,"ATU # 1711 * ""The Brave Shoemaker (previously A Woodcutter Doesn't Fear the Dead)"""
89,"ATU # 1781 ""Sexton's Own Wife Brings Her Offering"""
90,ATU # Clergyman_and_Sexton_1775–1799 The Spiritual and the Coast
91,"TMI # K1541 ""Sexton's own wife brings her offering."""
92,ATU # 445 *
93,"ATU # 813B ""The Accursed Grandson"""
94,ATU # 1896 *
95,"ATU # 1894 ""A Man Shoots a Ramrod Full of Ducks"""
96,"TMI # X1124.4 ""Hunting wolves with rod and line."""
97,ATU # 1890A
98,"ATU # 1890F ""Shot Causes a Series of Lucky or Unlucky Accidents (previously Lucky Shot: Miscellaneous Forms)"""
99,"ATU # 1120 ""The Ogre's Wife Thrown into the Water"""
100,ATU # Man_Kills_ (Injures) _Ogre_1115–1144 Der Mensch Overrides the Unhold 1
101,"TMI # G519.1.4 ""Ogress tricked into falling into boiling spring."""
102,"ATU # 755 ""Sin and Grace"""
103,ATU # 1511
104,ETK 1321: Povl at the Robbers
105,"ATU # 1534 ""Series of Clever Unjust Decisions"""
106,ATU # 2320
107,"ATU # 2013 """" There Was Once a Woman; the Woman Had a Son """""
108,"ATU # 43 ""The Bear Builds a House of Wood; the Fox, of Ice"""
109,ATU # The_Clever_Fox_ (Other_Animal) _1-69TheCleverFox (other animal)
110,ATU # 1097
111,"TMI # J741.1 ""Bear builds house of wood; fox of ice."""
112,"ATU # 295 ""The Bean (Mouse), the Straw, and the Coal"""
113,ATU # 2034A
114,"TMI # F1025.1 ""Bean, straw, and coal go journeying."""
115,"TMI # A2741.1 ""Bean laughs till it splits: cause of black stripe."""
116,"TMI # A2793.1 ""Why bean has black stripe."""
117,"TMI # Z41.4.1 ""Mouse bursts open when crossing a stream."""
118,ETK 2190: Straa Glow and Coffee Bean
119,ETK 2583: The traveling companions
120,"ATU # 1567F ""The Hungry Shepherd (formerly Hungry Shepherd Attracts Attention)"""
121,ATU # The_Clever_Man_1525-1639TheCleverMan
122,"TMI # J1341.6 ""Hungry shepherd attracts attention."""
123,"ATU # 75 ""The Help of the Weak"""
124,ATU # Other_Wild_Animals_70–99 Other Wild Animals
125,"TMI # B437.2 ""Helpful mouse."""
126,"TMI # J426 ""Association of rat with cat ceases as soon as mutual danger has passed."""
127,"TMI # B371.1 ""Lion spared mouse: mouse grateful."""
128,"TMI # B363 ""Animal grateful for rescue from net."""
129,"TMI # B545.1 ""Deer in net Friday by friendly animals, a crow, a mouse and a tortoise."""
130,"TMI # B545 ""Animal rescues from trap (net)."""
131,"TMI # W154.3.1 ""Lion rescued from net by rat: eats rat."""
132,"ATU # 122M * ""The Ram Runs Straight into the Wolf's Stomach"""
133,ATU # Wild_Animals_and_Domestic_Animals_100-149WildtiereundHaustiere
134,ATU # 126C *
135,"ATU # 1543 ""Not One Penny Less"""
136,"TMI # J1473.1 ""The 999 gold pieces."""
137,"TMI # K464 ""Eavesdropping sixteen duped into giving supplement money."""
138,"ATU # 239 ""The Crow Helps the Deer Escape from the Snare"""
139,ATU # Birds_220–249 Birds
140,"TMI # K642.1 ""Crow and rat release deer from snare."""
141,"ATU # 1645B ""Dream of Marking the Treasure"""
142,ATU # Lucky_Accidents_1640–1674 Lucky Accidents
143,"TMI # X31 ""The dream of marking the treasure."""
144,"ATU # 934 ""Tales of the Predestined Death (formerly The Prince and the Storm)"""
145,ATU # Tales_of_Fate_930–949 Fate Count Counties
146,ATU # 937 *
147,ATU # 934B *
148,ATU # 934E
149,ATU # 934C *
150,ATU # 934D *
151,ATU # 934A
152,ATU # 934E **
153,ATU # 934B
154,ATU # 934A *
155,ATU # 937A *
156,"TMI # M341.2.3 ""Prophecy: death by drowning."""
157,"TMI # M301.12 ""Three fates,"" norns "", prophesy at child's birth."""
158,"TMI # M341.1.1 ""Prophecy: death on wedding day."""
159,"TMI # M370.1 ""Prophecy of death fulfilled."""
160,"TMI # M341.1.4 ""Prophecy: death at certain age."""
161,"TMI # M341.2.2 ""Prophecy: death by storm."""
162,"TMI # M341.2.10 ""Prophecy: death from bite of stone lion."""
163,"TMI # K1811.0.2 ""Goddess in disguise visits earth and is waylaid by thieves."""
164,"TMI # M370 ""Vain attempts to escape fulfillment of prophecy."""
165,"TMI # K2371.2 ""God tricked into helping an escaping one's fate."""
166,"TMI # F901.1 ""Extraordinary threefold death: falling from rock and tree, drowning."""
167,"TMI # F901.1.1 ""Extraordinary threefold death: wounding, burning, drowning."""
168,"TMI # M341.2.6 ""Prophecy: death by wolf."""
169,"TMI # M341.2 ""Prophecy: death by particular instrument."""
170,"TMI # M341.2.4 ""Prophecy: three-fold death."""
171,"TMI # M341.2.21 ""Prophecy: death from snakebite."""
172,"TMI # N121.3 ""Newborn girl fated to be a courtesan."""
173,"TMI # M341.1 ""Prophecy: death at (before, within) certain time."""
174,"TMI # M372 ""Confinement in tower to avoid fulfillment of prophecy."""
175,"TMI # M372.1 ""Confinement in iron house below surface of earth to avoid fulfillment of prophecy."""
176,"ATU # 705A * ""The Banished Wife"""
177,ATU # Other_Tales_of_the_Supernatural_700–749 Other supernatural stories
178,"ATU # 1475 ""Marriage Forbidden Outside the Parish"""
179,"ATU # 1477 ""The Wolf Husband (formerly The Wolf Steals the Old Maid)"""
180,"ATU # 1476 ""The Prayer for a Husband"""
181,"ATU # 1476B ""Old Maid Married to a Devil (previously Girl Married to a Devil)"""
182,"ATU # 1486 * ""The Daughter Talks Too Loud"""
183,"ATU # 1485 * ""Pretty Lips"""
184,"ATU # 1478 ""Nibbling the Nails (formerly The Meal of Beans)"""
185,"ATU # 1485A * ""Old Maid Wants to Attract Attention"""
186,"ATU # 1476A ""Prayer to Christ Child's Mother"""
187,"ATU # 1488 ""Miscellaneous Tales of Old Maids"""
188,ATU # 468
189,"ATU # 317 ""The Tree That Grows Up to the Sky (Previously The Stretching Tree)"""
190,"ATU # 1920F ""He Who Says,"" That's a Lie ""Must Pay a Fine"""
191,ATU # Tall_Tales_1875–1999 lie stories
192,"ATU # 1350 ""The Soon-Consoled Widow (previously The Loving Wife)"""
193,"TMI # K2213 ""Treacherous wife."""
194,"TMI # T231.3 ""Faithless widow ready to marry messenger who brings news of husband's death."""
195,"TMI # K2052.4.3 ""Overlooking the insult."""
196,"TMI # H466 ""Feigned death to test wife's faithfulness."""
197,ETK 436: Loss on Tab
198,ETK 544: Loss on Tab
199,"ATU # 759 ""Angel and Hermit (previously God's Justice Vindicated)"""
200,ETK 844: A fitting wish
201,"ATU # 1430 ""The Man and his Wife Build Air Castles"""
202,ETK 1751: The betting goal
203,ETK 1912: The Pleasure of the King
204,ETK 2161: The wife who made out of her husband
205,"ATU # 1868 ""Anecdotes about Hanging (Gallows Humor)"""
206,ATU # Anecdotes_about_Other_Groups_of_People_1850–1874 Schwänke about other professions and ethnic groups
207,"ATU # 711 ""The Beautiful and the Ugly Twinsisters"""
208,"TMI # L162 ""Lowlyheroinemarriesprince (king)."""
209,"TMI # T551.3 ""Child born with animal head."""
210,"TMI # L145.1 ""Ugly sister helps pretty one."""
211,"TMI # T548.2 ""Magic rites for obtaining a child."""
212,"TMI # D1860 ""Magic beautification."""
213,"TMI # D732 ""Loathly Lady."""
214,"TMI # C152 ""Tabus during pregnancy."""
215,"TMI # G200 ""Witch."""
216,"TMI # P252.1 ""Two sisters."""
217,"ATU # 112 * ""The Mice Carry the Egg"""
218,"ATU # 1862E ""The Most Common Profession"""
219,"TMI # N63 ""Wager: more doctors than men of other professions."""
220,"ATU # 1612 ""The Contest in Swimming"""
221,"TMI # K1761 ""Bluff: commission for the swimming match."""
222,ETK 561: A skilled sailor
223,ETK 577: A skilled sailor
224,"ATU # 1214 ""The Persuasive Auctioneer"""
225,ETK 1273: Per and the wholesaler's daughter
226,ATU # 1893
227,ETK 2311: The Cape Swim
228,"ATU # 214B ""The Donkey in Lion's Skin (previously Ass in Lion's Skin Unmasked when he Raises his Voice)"""
229,ATU # Domestic_Animals_200–219 Pets
230,"TMI # J951.1 ""Ass in lion's skin unmasked when he raises his voice."""
231,"TMI # K362.5 ""Hare in lion's skin gets meat from lioness."""
232,"ATU # 1807B ""Sleeping with God's Daughters"""
233,"TMI # J1161.5 ""Literal penance: boy outwits pope."""
234,ETK 227: The man at the Pope
235,"ATU # 545 ""The Cat as Helper"""
236,ETK 1086: The man at the Pope
237,"ATU # 1631 * ""The Tailor and the Smith as Wooer (previously The Tailor and the Smith as Rivals)"""
238,"TMI # T92.12.1 ""The tailor and the smith as rivals."""
239,"ATU # 1559A * ""Always Hungry (previously Deceptive Wager: Human or Animal Hunger)"""
240,"TMI # N73 ""Wager: whose hunger is it more difficult to appease - that of man or that of beast? When nuts are strewn before master's well-fed guests, they snatch and eat them."""
241,ATU # 2075
242,"ATU # 106 ""Animals' Conversation"""
243,ATU # 1832G *
244,"ATU # 1833D ""The Names of the Persons of the Holy Trinity"""
245,"ATU # 1833E ""God Is Dead (Previously God Died For You)"""
246,ETK 559: The Revenge of the Silly Wife
247,"ATU # 1574 ""The Tailor's Dream"""
248,"ATU # 1291D ""Other Objects or Animals Sent to Go by Themselves"""
249,ATU # 1291 **
250,"TMI # J1881.2 ""Animal sent to go by itself."""
251,"TMI # J1881.1 ""Object sent to go by itself."""
252,"ATU # 1161 ""The Bear Trainer and his Bear"""
253,ATU # Man_Outwits_the_Devil_1155–1169 Man Outwits the Devil
254,ATU # 957
255,"TMI # F441.1 ""Scratch. In eleven-like, male, malevolent wood-spirit."""
256,"TMI # K1728 ""The bear trainer and his bear."""
257,ETK 313b: The gentleman's Karle
258,ETK 809: Toad and its Puppies
259,ETK 2230: The Man and the Bear
260,"ATU # 851 ""The Princess Who Cannot Solve the Riddle"""
261,ATU # 851A
262,ATU # 876
263,"TMI # D1233 ""Magic violin (fiddle)."""
264,"TMI # H342 ""Suitor test: outwitting princess."""
265,"TMI # H551 ""Princess offered to man who can out-riddle her."""
266,"TMI # H81.2 ""Clandestine visit of princess to hero betrayed by token."""
267,"TMI # H117 ""Identification by cut garment."""
268,"TMI # H565 ""Riddle propounded from chance experience."""
269,"TMI # H734 ""Riddle: what is the mother who devours her children when they grow up?"""
270,"TMI # H540.2 ""Queen propounds riddles."""
271,"TMI # H762 ""Riddle: what is the creature that is of all countries, that is loved by all the world, and that has no equal?"""
272,"TMI # H721.1 ""Riddle: tree with twelve branches, each with thirty leaves, black and white."""
273,"TMI # H792 ""Riddle of the unborn."""
274,"TMI # H802 ""Riddle: one killed none and yet killed twelve."""
275,"TMI # H805 ""Riddle of the murdered lover."""
276,"TMI # H901 ""Tasks imposed on pain of death."""
277,"TMI # D1395.3 ""Escape from prison by using magic purse."""
278,"TMI # H507.1.0.1 ""Princess defeated in repartee by means of objects accidentally picked up."""
279,"TMI # D1395.2 ""Escape from prison by using magic tablecloth."""
280,"TMI # R169.4 ""Hero rescued by washbasin."""
281,"TMI # R116 ""Rescue from robbers' den."""
282,"TMI # D1153.1 ""Magic tablecloth."""
283,"TMI # D1395.1 ""Escape from prison by using magic fiddle."""
284,"TMI # N332.2 ""Horse accidentally poisoned instead of master."""
285,ETK 339: The Twelve Collars
286,"ATU # 712 ""Crescentia"""
287,ATU # 751
288,ETK 730: Gaaden
289,ETK 868: The streets
290,"ATU # 1359 ""Husband Outwits Adulteress and Lover"""
291,"ATU # 1417 ""The Cut-off Nose (Hair)"""
292,ETK 1330: The Russian Prince
293,ETK 1496b: The Good Companion
294,ETK 1560: Gaaden
295,"ATU # 1840 ""At the Blessing of the Grave, the Clergyman's Ox Breaks Loose"""
296,ETK 1713: The traveling companion
297,ETK 1862: The Twelve Siblings
298,ETK 1886: Gaaden
299,ETK 1930: Gaaden cf
300,ETK 2206: Gaaden
301,ETK 2216: Gaaden
302,ETK 2251: The street and a bag of truths
303,"ATU # 1785B ""The Needle in the Pulpit (previously The Sexton Puts a Needle in the Sacramental Bread)"""
304,ATU # 1836 *
305,"TMI # X411.2 ""Sexton puts needle in sacramental bread: parson sticks his hand."""
306,"ATU # 185 ""The Nightcap Dealer and the Monkeys"""
307,"ATU # 1420B ""Horse and Wagon as Gift"""
308,ATU # The_Foolish_Husband_and_his_Wife_1405–1429 The Foolish Husband and his Wife
309,"TMI # K1581.2 ""Lover's gift regained: horse and wagon as gift."""
310,"ATU # 425C ""Beauty and the Beast"""
311,ATU # Husband_425–449 male
312,ATU # 425H
313,"TMI # M210 ""Bargain with devil."""
314,"TMI # S228 ""Daughter promised to monster as bride to secure flower (bird) she has asked for."""
315,"TMI # S221.1 ""Bankrupt father sells his daughters in marriage to animals."""
316,"TMI # S222 ""Prince plans to kill wicked father for cruelty."""
317,"TMI # C761.2 ""Tabu: staying too long at home."""
318,"TMI # L221 ""Modest request: present from the journey."""
319,"TMI # D735.1 ""Beauty and the beast."""
320,"ATU # 59 ""The Fox and the Sour Grapes"""
321,ETK 347: The Dog Bride
322,ETK 426: The White Horse
323,ETK 429: Beauty
324,"ATU # 769 ""The Child's Grave (previously Dead Child's Friendly Return to Parents)"""
325,"ATU # 1116 ""Attempted Burning"""
326,"ATU # 1697 """" We Three; For Money. """""
327,ETK 1955: The Enchanted Castle
328,ETK 1972: The Beauty
329,"ATU # 1456 * ""The Blind Girl and her Fiancé"""
330,"TMI # J1169.1 ""The woman with bad eyes."""
331,"ATU # 1347 * ""The Statue's Father"""
332,"ATU # 1173A ""The Devil is to Fulfill Three Wishes"""
333,ATU # Souls_Saved_from_the_Devil_1170-1199DerMenschüberlistetdenUnhold4
334,"TMI # K175 ""Deceptive bargain: three wishes."""
335,"ATU # 962 ** ""The Girl Who Played with the Bread"""
336,ATU # Robbers_and_Murderers_950–969 Robbery and murder
337,"ATU # 822 * ""The Mythical Creditor (formerly The Devil Lends Money to the Man)"""
338,ATU # The_Devil_810–826 Spoken to the Devil
339,"TMI # K231.4 ""Payment of money to the devil impossible, since debtor learns that the devil is dead."""
340,"ATU # 1920G ""The Great Bee and Small Beehive"""
341,"TMI # X1282.1 ""Lie: the big bee."""
342,"ATU # 934D ""Nothing Happens Without God"""
343,"TMI # N121.1.1 ""Spirit of new-born child in uniform."""
344,"ATU # 130 ""The Animals in Night Quarters"""
345,"TMI # N776 ""Light seen from tree lodging place at night leads to adventures."""
346,"TMI # K335.1.4 ""Animals climb on one another's backs and cry out; frighten robbers."""
347,"TMI # K1161 ""Animals hidden in various parts of a house attack owner with their characteristic powers and kill him when he enters."""
348,"TMI # B296 ""Animals go a-journeying."""
349,ETK 128: The ghost of Timgaard
350,"ATU # 202 ""The Two Stubborn Goats"""
351,"ATU # 224 ""Bird (Beetle) Wedding (previously Wedding of the Turkey and the Peacock)"""
352,ETK 301: The Roman Journey
353,"ATU # 555 ""The Fisherman and his Wife"""
354,"ATU # 580 ""Beloved of Women"""
355,ETK 642: The animals in the yard
356,ETK 806: The Six Handyrs
357,"ATU # 1089 ""Threshing Contest"""
358,ETK 1149: The Robbers Robbed away
359,"ATU # 1528 ""Holding Down the Hat"""
360,"ATU # 1533 ""The Wise Carving of the Fowl"""
361,ETK 1403: The animals in the yard
362,"ATU # 1822 ""Equivocal Blessings"""
363,"ATU # 1889 ""Münchhausen Tales"""
364,ETK 1669: The Robbery House
365,"ATU # 1948 ""Too Much Talk"""
366,ETK 1973: Karlen and his Creatures
367,ETK 2238: The man with his animals
368,ETK 2260: The animals in the robber residence
369,ETK 2578: The animals in the Robber House
370,"ATU # 243 * ""The Crow Marries"""
371,"TMI # J953.7 ""Crow thinks harvesters are stealing his grain."""
372,"ATU # 507 ""The Monster's Bride"""
373,ATU # Supernatural_Helpers_500-559SupernaturalHelpers
374,ATU # 507A
375,ATU # 507C
376,ATU # 507b
377,"TMI # L161 ""Lowly hero marries princess."""
378,"TMI # D711 ""Disenchantment by decapitation."""
379,"TMI # Q271.1 ""Debtor deprived of burial."""
380,"TMI # E341 ""The grateful dead."""
381,"TMI # T172.2.1 ""Grateful dead man kills princess's monster husband."""
382,"TMI # T172.0.1 ""All husbands have perished on bridal night."""
383,"TMI # D766.1 ""Disenchantment by bathing (immersing) in water."""
384,"TMI # M241.1 ""Dividing the winnings: half the bride demanded."""
385,"TMI # H322.1 ""Suitor test: finding object hidden by princess."""
386,"TMI # M241 ""Bargain: to divide all wins."""
387,"TMI # D831 ""Magic object acquired by trick exchange."""
388,"TMI # D766.4 ""Disenchantment by bathing in milk."""
389,"TMI # D711.2 ""Disenchantment by cutting person in two."""
390,"ATU # 736A ""The Ring of Polycrates"""
391,"TMI # N211.1 ""Lost ring found in fish."""
392,ATU # 302A
393,"ATU # 462 ""The Outcast Queens and the Ogress Queen"""
394,"ATU # 770 ""The Nun Who Saw the World"""
395,ATU # God_Rewards_and_Punishes_750–779 God is rewarded and punished
396,"TMI # K1841.1 ""The nun who saw the world (Sister Beatrice)."""
397,"ATU # 559 ""Dungbeetle"""
398,"TMI # F591 ""Person who never laughs."""
399,"TMI # T171 ""Bridegroom driven from bridal chamber by magic."""
400,"TMI # B571 ""Animals perform tasks for man."""
401,"TMI # H341 ""Suitor test: making princess laugh."""
402,"TMI # T68 ""Princessofferedasprize."""
403,"TMI # B582.2 ""Animals help hero win princess."""
404,"TMI # B482.2 ""Helpful dung beetle."""
405,"TMI # H1194 ""Task: making person laugh."""
406,"TMI # H982 ""Animals help man perform task."""
407,"TMI # B350 ""Grateful animals."""
408,"TMI # D1415.2.5 ""Magic fiddle causes dancing."""
409,"TMI # B481.5 ""Helpful horn."""
410,"TMI # D1203 ""Magic rope."""
411,"TMI # B481.4 ""Helpful wasp."""
412,"TMI # D1395 ""Magic object frees person from prison."""
413,ETK 2181: Mice and Skjeldebesse
414,ETK 2519: Mouse and Skjeldebasse for help
415,"ATU # 30 ""The Fox Tricks the Wolf into Falling into a Pit"""
416,ETK 1565: Strong and the Princess
417,"ATU # 944 * """" Easy Come, Easy Go! """""
418,"TMI # W25 ""Equanimity of the comedian."""
419,"ATU # 1920C """" That's A Lie! "" (formerly The Master and the Farmer) """
420,"TMI # X905.1 ""Master brought to say,"" You lie! """""
421,"ATU # 432 ""The Prince as Bird"""
422,"ATU # 855 ""The Substitute Bridegroom"""
423,"ATU # 157 ""Animals Learn to Fear Men (previously Learning to Fear Men)"""
424,"TMI # J17 ""Animal learns through experience to fear men."""
425,"TMI # J32 ""Arrow as man's message shows lion how terrible man must be."""
426,ETK 2271: The Wolf and Man
427,"ATU # 1394 ""Polygynist Man Loses His Beard"""
428,ATU # The_Foolish_Wife_and_her_Husband_1380-1404TheFoolishWifeandherHusband
429,"TMI # J2112.1 ""Young wife pulls out his gray hairs; old wife pulls his black."""
430,"ATU # 1367 ""Trickster Shifts Married Couples in Bed"""
431,"TMI # K1318 ""Trickster shifts married couples in bed."""
432,ETK 987: Corporal Hans and his Stake
433,"ATU # 1545A ""Learning to Sleep in Bed"""
434,"TMI # K1349 ""Other means of entering girl's (man's) room (bed)."""
435,"ATU # 871 * ""The Princess Who Goes to Seek Trouble"""
436,ATU # The_Woman_Marries_the_Prince_870-879TheWomanMarriesthePrince
437,"TMI # K538 ""Princess cuts hair to escape captor who holds her hair in hand while sleeping with her."""
438,"TMI # H1376.5 ""Quest for trouble."""
439,"ATU # 1073 ""Climbing Contest"""
440,"ATU # 1529B * ""Wolf-hunting Sheep"""
441,ATU # 1242B
442,"ATU # 1242A ""Relief for the Donkey (previously Carrying Part of the Load)"""
443,"ATU # 1004 ""Hogs in the Mud; Sheep in the Air"""
444,ATU # Labor_Contract_1000-1029LaborContract
445,ATU # 1525P
446,"TMI # K404.1 ""Tails in the ground."""
447,"TMI # K404.2 ""Ox's tail in another's mouth."""
448,"TMI # K404.3 ""Stolen sheep's tails severed and put in tree."""
449,"TMI # K404 ""Thief escapes by leaving animal's severed tail and claiming that the animal has escaped and left his tail."""
450,ETK 173: The Troll's Karl
451,ETK 1660b: The boy in service at the Trolden
452,ETK 2156: The boy by the Bear Man
453,ETK 2257: The Bear Man's Karl
454,ETK 2439: The service of the Bear Man
455,"ATU # 1360C ""Old Hildebrand"""
456,"TMI # K1556 ""Old Hildebrand."""
457,"ATU # 3 ""Simulated Injury (previously Sham Blood and Brains)"""
458,ETK 175: The journey to Bethlehem
459,ETK 368: The journey to Bethlehem
460,ETK 703: The Red Gauze
461,ETK 881: The Red Gauze
462,"ATU # 1115 ""Attempted Murder with a Hatchet"""
463,ETK 1981b: The guest of the King
464,ETK 2332: The journey to Bethlehem
465,"ATU # 1378B * ""Wife's Temporary Success"""
466,ATU # 169B *
467,"ATU # 169 * ""Various Tales of Wolves and Men"""
468,"ATU # 1321C ""Fools are Frightened at the Humming of Bees"""
469,"TMI # J2614.1 ""Fools are frightened at the humming of bees."""
470,"ATU # 1420D ""Accidental Discovery of Identity"""
471,"TMI # K1581.4 ""Lover's gift regained: accidental discovery of identity."""
472,ETK 2508: Ron Aries
473,"ATU # 1572F * ""Turning the Shovel Backwards"""
474,ATU # 779A *
475,"ATU # 779 ""Miscellaneous Divine Rewards and Punishments"""
476,"ATU # 1447 ""Drinking only after a Bargain"""
477,"ATU # 1731 ""The Youth and the Pretty Shoes"""
478,"ATU # 250A ""The Flounder's Crooked Mouth"""
479,ATU # Fish_250–253 Fish 250–253
480,"TMI # A2252.4 ""Flounder complains in race: crooked mouth."""
481,"TMI # A2231.1.2 ""Discourteous answer: flounder's crooked mouth."""
482,"ATU # 1804 ** ""Tales about Payment for Absolution"""
483,"ATU # 1562J * """" Sing It! """""
484,"ATU # 925 * ""The Most Beautiful in the Garden"""
485,"TMI # J1472 ""The fairest thing in the garden."""
486,"ATU # 201G * ""The Dog at the Banquet"""
487,"TMI # J874 ""Dog driven out of dining room claims to be drunk."""
488,"ATU # 1833H ""The Large Loaves"""
489,"TMI # X434.1 ""The large loaves need a large oven."""
490,ATU # 465a
491,"ATU # 465 ""The Man Persecuted Because of His Beautiful Wife"""
492,"TMI # D361.1.1 ""Swan Maiden finds her hidden wings and resumes her form."""
493,"TMI # D361.1 ""Swan Maiden."""
494,ATU # 68 **
495,"ATU # 48 * ""Flattering Rewarded, Honest One Punished (previously The Bear Who Went to the Monkey for the Gold Chain)"""
496,"TMI # J815.1 ""Liar rewarded by the apes."""
497,"ATU # 178 ""The Faithful Animal Rashly Killed"""
498,"ATU # 1275 ""Sledges Turned"""
499,"TMI # J2333 ""The sledges turned in the direction of the journey."""
500,"ATU # 50A ""The Fox Sees All Tracks Going Into Lion's Den But None Coming Out"""
501,"TMI # J644.1 ""Fox sees all tracks going into lion's but none coming out."""
502,ATU # 1148A
503,"ATU # 1147 ""Thunder (formerly Thunder the Rolling of his Brother's Wagon)"""
504,"TMI # K1177 ""Dupe deceived regarding the thunder; finally killed by it."""
505,ATU # 1821A
